,gamma-disparity,racePctWhite,racepctblack
0,0.00833791239061,-1.0,-1.0
1,0.00622171262192,-0.9,-1.0
2,0.0023081292069,-0.8,-1.0
3,-0.00888526671439,-0.7,-1.0
4,-0.0116309239554,-0.6,-1.0
5,-0.0128077357515,-0.5,-1.0
6,-0.0135466640887,-0.4,-1.0
7,-0.0149601888586,-0.3,-1.0
8,-0.0156806351016,-0.2,-1.0
9,-0.0158448413988,-0.1,-1.0
10,-0.0162916104799,0.0,-1.0
11,-0.0169573212906,0.1,-1.0
12,-0.0193827407097,0.2,-1.0
13,-0.0207230479532,0.3,-1.0
14,-0.0208872542503,0.4,-1.0
15,-0.022674330575,0.5,-1.0
16,-0.0239599023861,0.6,-1.0
17,-0.0239051669537,0.7,-1.0
18,-0.023795696089,0.8,-1.0
19,-0.0241877297378,0.9,-1.0
20,0.0120680965647,-1.0,-0.9
21,0.00833791239061,-0.9,-0.9
22,0.00589330002765,-0.8,-0.9
23,0.000255550492726,-0.7,-0.9
24,-0.00981576906481,-0.6,-0.9
25,-0.0122330137116,-0.5,-0.9
26,-0.0132729869268,-0.4,-0.9
27,-0.0143492134803,-0.3,-0.9
28,-0.0155985319531,-0.2,-0.9
29,-0.0158722091149,-0.1,-0.9
30,-0.0162916104799,0.0,-0.9
31,-0.0174588258041,0.1,-0.9
32,-0.0198568775071,0.2,-0.9
33,-0.0207504156694,0.3,-0.9
34,-0.0217534246965,0.4,-0.9
35,-0.0235678687373,0.5,-0.9
36,-0.0239325346699,0.6,-0.9
37,-0.0238230638052,0.7,-0.9
38,-0.0241329943054,0.8,-0.9
39,-0.0250265324677,0.9,-0.9
40,0.0152050766047,-1.0,-0.8
41,0.012542233362,-0.9,-0.8
42,0.00833791239061,-0.8,-0.8
43,0.00570172601433,-0.7,-0.8
44,-0.00242648569379,-0.6,-0.8
45,-0.01085574228,-0.5,-0.8
46,-0.0128077357515,-0.4,-0.8
47,-0.0136561349534,-0.3,-0.8
48,-0.0155711642369,-0.2,-0.8
49,-0.0158174736826,-0.1,-0.8
50,-0.0162916104799,0.0,-0.8
51,-0.0175409289527,0.1,-0.8
52,-0.0202762788721,0.2,-0.8
53,-0.0207777833856,0.3,-0.8
54,-0.022674330575,0.4,-0.8
55,-0.0240146378185,0.5,-0.8
56,-0.0238230638052,0.6,-0.8
57,-0.0241603620216,0.7,-0.8
58,-0.0250265324677,0.8,-0.8
59,-0.0258379674815,0.9,-0.8
60,0.0173664153339,-1.0,-0.7
61,0.0155608569152,-0.9,-0.7
62,0.0130437378756,-0.8,-0.7
63,0.00833791239061,-0.7,-0.7
64,0.00499016539342,-0.6,-0.7
65,-0.00792739664777,-0.5,-0.7
66,-0.0120414396983,-0.4,-0.7
67,-0.013300354643,-0.3,-0.7
68,-0.0154616933721,-0.2,-0.7
69,-0.0158174736826,-0.1,-0.7
70,-0.0162916104799,0.0,-0.7
71,-0.0175135612365,0.1,-0.7
72,-0.0202762788721,0.2,-0.7
73,-0.0217260569803,0.3,-0.7
74,-0.0240146378185,0.4,-0.7
75,-0.0238504315214,0.5,-0.7
76,-0.0237135929404,0.6,-0.7
77,-0.0250265324677,0.7,-0.7
78,-0.0258105997653,0.8,-0.7
79,-0.0261478979817,0.9,-0.7
80,0.0234118372126,-1.0,-0.6
81,0.020074397537,-0.9,-0.6
82,0.0161444645773,-0.8,-0.6
83,0.0131258410241,-0.7,-0.6
84,0.00833791239061,-0.6,-0.6
85,0.00422386934013,-0.5,-0.6
86,-0.00981576906481,-0.4,-0.6
87,-0.0128077357515,-0.3,-0.6
88,-0.0143492134803,-0.2,-0.6
89,-0.0157901059664,-0.1,-0.6
90,-0.0162916104799,0.0,-0.6
91,-0.0189086039124,0.1,-0.6
92,-0.0207504156694,0.2,-0.6
93,-0.022674330575,0.3,-0.6
94,-0.0239325346699,0.4,-0.6
95,-0.023795696089,0.5,-0.6
96,-0.0250265324677,0.6,-0.6
97,-0.0258105997653,0.7,-0.6
98,-0.0262026334141,0.8,-0.6
99,-0.0265946670628,0.9,-0.6
100,0.0260835660774,-1.0,-0.5
101,0.0258372566317,-0.9,-0.5
102,0.0223814604693,-0.8,-0.5
103,0.0163086708744,-0.7,-0.5
104,0.0134816213346,-0.6,-0.5
105,0.00833791239061,-0.5,-0.5
106,0.0023081292069,-0.4,-0.5
107,-0.0116309239554,-0.3,-0.5
108,-0.0135466640887,-0.2,-0.5
109,-0.0156806351016,-0.1,-0.5
110,-0.0162916104799,0.0,-0.5
111,-0.0193827407097,0.1,-0.5
112,-0.0208872542503,0.2,-0.5
113,-0.0239599023861,0.3,-0.5
114,-0.023795696089,0.4,-0.5
115,-0.0250265324677,0.5,-0.5
116,-0.0262573688464,0.6,-0.5
117,-0.0262026334141,0.7,-0.5
118,-0.0266494024952,0.8,-0.5
119,-0.026622034779,0.9,-0.5
120,0.0266398060233,-1.0,-0.4
121,0.0270592073883,-0.9,-0.4
122,0.0260835660774,-0.8,-0.4
123,0.0253357521182,-0.7,-0.4
124,0.020074397537,-0.6,-0.4
125,0.0152050766047,-0.5,-0.4
126,0.00833791239061,-0.4,-0.4
127,-0.00242648569379,-0.3,-0.4
128,-0.0128077357515,-0.2,-0.4
129,-0.0155711642369,-0.1,-0.4
130,-0.0162916104799,0.0,-0.4
131,-0.0202762788721,0.1,-0.4
132,-0.022674330575,0.2,-0.4
133,-0.0238230638052,0.3,-0.4
134,-0.0250265324677,0.4,-0.4
135,-0.0261478979817,0.5,-0.4
136,-0.0265946670628,0.6,-0.4
137,-0.0266494024952,0.7,-0.4
138,-0.0264851961981,0.8,-0.4
139,-0.0268224944145,0.9,-0.4
140,0.0262477723745,-1.0,-0.3
141,0.0265577028747,-0.9,-0.3
142,0.0265850705909,-0.8,-0.3
143,0.0270865751045,-0.7,-0.3
144,0.0260835660774,-0.6,-0.3
145,0.0234118372126,-0.5,-0.3
146,0.0161444645773,-0.4,-0.3
147,0.00833791239061,-0.3,-0.3
148,-0.00981576906481,-0.2,-0.3
149,-0.0143492134803,-0.1,-0.3
150,-0.0162916104799,0.0,-0.3
151,-0.0207504156694,0.1,-0.3
152,-0.0239325346699,0.2,-0.3
153,-0.0250265324677,0.3,-0.3
154,-0.0262026334141,0.4,-0.3
155,-0.0266767702114,0.5,-0.3
156,-0.0264851961981,0.6,-0.3
157,-0.0268498621307,0.7,-0.3
158,-0.0267403912659,0.8,-0.3
159,-0.0271871603471,0.9,-0.3
160,0.02560942928,-1.0,-0.2
161,0.02560942928,-0.9,-0.2
162,0.026165669226,-0.8,-0.2
163,0.0262477723745,-0.7,-0.2
164,0.0265577028747,-0.6,-0.2
165,0.0266398060233,-0.5,-0.2
166,0.0260835660774,-0.4,-0.2
167,0.020074397537,-0.3,-0.2
168,0.00833791239061,-0.2,-0.2
169,-0.0128077357515,-0.1,-0.2
170,-0.0162916104799,0.0,-0.2
171,-0.022674330575,0.1,-0.2
172,-0.0250265324677,0.2,-0.2
173,-0.0265946670628,0.3,-0.2
174,-0.0264851961981,0.4,-0.2
175,-0.0267951266983,0.5,-0.2
176,-0.0271871603471,0.6,-0.2
177,-0.0271597926309,0.7,-0.2
178,-0.0271324249147,0.8,-0.2
179,-0.0279712276447,0.9,-0.2
180,0.0272507814016,-1.0,-0.1
181,0.027168678253,-0.9,-0.1
182,0.0271960459692,-0.8,-0.1
183,0.0270865751045,-0.7,-0.1
184,0.0260835660774,-0.6,-0.1
185,0.02560942928,-0.5,-0.1
186,0.026165669226,-0.4,-0.1
187,0.0265577028747,-0.3,-0.1
188,0.0260835660774,-0.2,-0.1
189,0.00833791239061,-0.1,-0.1
190,-0.0162916104799,0.0,-0.1
191,-0.0250265324677,0.1,-0.1
192,-0.0264851961981,0.2,-0.1
193,-0.0271871603471,0.3,-0.1
194,-0.0271324249147,0.4,-0.1
195,-0.0279985953609,0.5,-0.1
196,-0.0279438599285,0.6,-0.1
197,-0.028025963077,0.7,-0.1
198,-0.0279985953609,0.8,-0.1
199,-0.0279985953609,0.9,-0.1
200,0.0273602522664,-1.0,0.0
201,0.0273602522664,-0.9,0.0
202,0.0273602522664,-0.8,0.0
203,0.0273602522664,-0.7,0.0
204,0.0273602522664,-0.6,0.0
205,0.0273602522664,-0.5,0.0
206,0.0273602522664,-0.4,0.0
207,0.0273602522664,-0.3,0.0
208,0.0273602522664,-0.2,0.0
209,0.0273602522664,-0.1,0.0
210,0.0,0.0,0.0
211,-0.0273602522664,0.1,0.0
212,-0.0273602522664,0.2,0.0
213,-0.0273602522664,0.3,0.0
214,-0.0273602522664,0.4,0.0
215,-0.0273602522664,0.5,0.0
216,-0.0273602522664,0.6,0.0
217,-0.0273602522664,0.7,0.0
218,-0.0273602522664,0.8,0.0
219,-0.0273602522664,0.9,0.0
220,0.028025963077,-1.0,0.1
221,0.0279985953609,-0.9,0.1
222,0.0279985953609,-0.8,0.1
223,0.028025963077,-0.7,0.1
224,0.0279438599285,-0.6,0.1
225,0.0279985953609,-0.5,0.1
226,0.0271324249147,-0.4,0.1
227,0.0271871603471,-0.3,0.1
228,0.0264851961981,-0.2,0.1
229,0.0250265324677,-0.1,0.1
230,0.0162916104799,0.0,0.1
231,-0.00833791239061,0.1,0.1
232,-0.0260835660774,0.2,0.1
233,-0.0265577028747,0.3,0.1
234,-0.026165669226,0.4,0.1
235,-0.02560942928,0.5,0.1
236,-0.0260835660774,0.6,0.1
237,-0.0270865751045,0.7,0.1
238,-0.0271960459692,0.8,0.1
239,-0.027168678253,0.9,0.1
240,0.0279985953609,-1.0,0.2
241,0.0279712276447,-0.9,0.2
242,0.0271324249147,-0.8,0.2
243,0.0271597926309,-0.7,0.2
244,0.0271871603471,-0.6,0.2
245,0.0267951266983,-0.5,0.2
246,0.0264851961981,-0.4,0.2
247,0.0265946670628,-0.3,0.2
248,0.0250265324677,-0.2,0.2
249,0.022674330575,-0.1,0.2
250,0.0162916104799,0.0,0.2
251,0.0128077357515,0.1,0.2
252,-0.00833791239061,0.2,0.2
253,-0.020074397537,0.3,0.2
254,-0.0260835660774,0.4,0.2
255,-0.0266398060233,0.5,0.2
256,-0.0265577028747,0.6,0.2
257,-0.0262477723745,0.7,0.2
258,-0.026165669226,0.8,0.2
259,-0.02560942928,0.9,0.2
260,0.0271871603471,-1.0,0.3
261,0.0271871603471,-0.9,0.3
262,0.0267403912659,-0.8,0.3
263,0.0268498621307,-0.7,0.3
264,0.0264851961981,-0.6,0.3
265,0.0266767702114,-0.5,0.3
266,0.0262026334141,-0.4,0.3
267,0.0250265324677,-0.3,0.3
268,0.0239325346699,-0.2,0.3
269,0.0207504156694,-0.1,0.3
270,0.0162916104799,0.0,0.3
271,0.0143492134803,0.1,0.3
272,0.00981576906481,0.2,0.3
273,-0.00833791239061,0.3,0.3
274,-0.0161444645773,0.4,0.3
275,-0.0234118372126,0.5,0.3
276,-0.0260835660774,0.6,0.3
277,-0.0270865751045,0.7,0.3
278,-0.0265850705909,0.8,0.3
279,-0.0265577028747,0.9,0.3
280,0.0267951266983,-1.0,0.4
281,0.0268224944145,-0.9,0.4
282,0.0264851961981,-0.8,0.4
283,0.0266494024952,-0.7,0.4
284,0.0265946670628,-0.6,0.4
285,0.0261478979817,-0.5,0.4
286,0.0250265324677,-0.4,0.4
287,0.0238230638052,-0.3,0.4
288,0.022674330575,-0.2,0.4
289,0.0202762788721,-0.1,0.4
290,0.0162916104799,0.0,0.4
291,0.0155711642369,0.1,0.4
292,0.0128077357515,0.2,0.4
293,0.00242648569379,0.3,0.4
294,-0.00833791239061,0.4,0.4
295,-0.0152050766047,0.5,0.4
296,-0.020074397537,0.6,0.4
297,-0.0253357521182,0.7,0.4
298,-0.0260835660774,0.8,0.4
299,-0.0270592073883,0.9,0.4
300,0.0264851961981,-1.0,0.5
301,0.026622034779,-0.9,0.5
302,0.0266494024952,-0.8,0.5
303,0.0262026334141,-0.7,0.5
304,0.0262573688464,-0.6,0.5
305,0.0250265324677,-0.5,0.5
306,0.023795696089,-0.4,0.5
307,0.0239599023861,-0.3,0.5
308,0.0208872542503,-0.2,0.5
309,0.0193827407097,-0.1,0.5
310,0.0162916104799,0.0,0.5
311,0.0156806351016,0.1,0.5
312,0.0135466640887,0.2,0.5
313,0.0116309239554,0.3,0.5
314,-0.0023081292069,0.4,0.5
315,-0.00833791239061,0.5,0.5
316,-0.0134816213346,0.6,0.5
317,-0.0163086708744,0.7,0.5
318,-0.0223814604693,0.8,0.5
319,-0.0258372566317,0.9,0.5
320,0.0266767702114,-1.0,0.6
321,0.0265946670628,-0.9,0.6
322,0.0262026334141,-0.8,0.6
323,0.0258105997653,-0.7,0.6
324,0.0250265324677,-0.6,0.6
325,0.023795696089,-0.5,0.6
326,0.0239325346699,-0.4,0.6
327,0.022674330575,-0.3,0.6
328,0.0207504156694,-0.2,0.6
329,0.0189086039124,-0.1,0.6
330,0.0162916104799,0.0,0.6
331,0.0157901059664,0.1,0.6
332,0.0143492134803,0.2,0.6
333,0.0128077357515,0.3,0.6
334,0.00981576906481,0.4,0.6
335,-0.00422386934013,0.5,0.6
336,-0.00833791239061,0.6,0.6
337,-0.0131258410241,0.7,0.6
338,-0.0161444645773,0.8,0.6
339,-0.020074397537,0.9,0.6
340,0.0262026334141,-1.0,0.7
341,0.0261478979817,-0.9,0.7
342,0.0258105997653,-0.8,0.7
343,0.0250265324677,-0.7,0.7
344,0.0237135929404,-0.6,0.7
345,0.0238504315214,-0.5,0.7
346,0.0240146378185,-0.4,0.7
347,0.0217260569803,-0.3,0.7
348,0.0202762788721,-0.2,0.7
349,0.0175135612365,-0.1,0.7
350,0.0162916104799,0.0,0.7
351,0.0158174736826,0.1,0.7
352,0.0154616933721,0.2,0.7
353,0.013300354643,0.3,0.7
354,0.0120414396983,0.4,0.7
355,0.00792739664777,0.5,0.7
356,-0.00499016539342,0.6,0.7
357,-0.00833791239061,0.7,0.7
358,-0.0130437378756,0.8,0.7
359,-0.0155608569152,0.9,0.7
360,0.0261478979817,-1.0,0.8
361,0.0258379674815,-0.9,0.8
362,0.0250265324677,-0.8,0.8
363,0.0241603620216,-0.7,0.8
364,0.0238230638052,-0.6,0.8
365,0.0240146378185,-0.5,0.8
366,0.022674330575,-0.4,0.8
367,0.0207777833856,-0.3,0.8
368,0.0202762788721,-0.2,0.8
369,0.0175409289527,-0.1,0.8
370,0.0162916104799,0.0,0.8
371,0.0158174736826,0.1,0.8
372,0.0155711642369,0.2,0.8
373,0.0136561349534,0.3,0.8
374,0.0128077357515,0.4,0.8
375,0.01085574228,0.5,0.8
376,0.00242648569379,0.6,0.8
377,-0.00570172601433,0.7,0.8
378,-0.00833791239061,0.8,0.8
379,-0.012542233362,0.9,0.8
380,0.0258653351977,-1.0,0.9
381,0.0250265324677,-0.9,0.9
382,0.0241329943054,-0.8,0.9
383,0.0238230638052,-0.7,0.9
384,0.0239325346699,-0.6,0.9
385,0.0235678687373,-0.5,0.9
386,0.0217534246965,-0.4,0.9
387,0.0207504156694,-0.3,0.9
388,0.0198568775071,-0.2,0.9
389,0.0174588258041,-0.1,0.9
390,0.0162916104799,0.0,0.9
391,0.0158722091149,0.1,0.9
392,0.0155985319531,0.2,0.9
393,0.0143492134803,0.3,0.9
394,0.0132729869268,0.4,0.9
395,0.0122330137116,0.5,0.9
396,0.00981576906481,0.6,0.9
397,-0.000255550492726,0.7,0.9
398,-0.00589330002765,0.8,0.9
399,-0.00833791239061,0.9,0.9
